run_id,git_commit,seed,eval_seed,game,backend,obs_mode,action_mode,agent,algorithm,phase,episode,score,median_score_so_far,survival_time_s,steps,obstacles_cleared,death_type,terminated,truncated,train_frames,wall_clock_train_s,wall_clock_eval_s,checkpoint_path,config_path
random_20260609T203631Z,46994cc7e8535abc7656f72dbd4d4f4fba27488b,1000,1000,dino,sim,state,full,random,random,eval,0,112.11722854315039,112.11722854315039,1.850000000000001,37,1,early_jump,True,False,0,0.0,0.004374980926513672,,
random_20260609T203631Z,46994cc7e8535abc7656f72dbd4d4f4fba27488b,1001,1000,dino,sim,state,full,random,random,eval,1,102.94056467644174,107.52889660979606,1.7000000000000008,34,1,bird_no_duck,True,False,0,0.0,0.00885009765625,,
random_20260609T203631Z,46994cc7e8535abc7656f72dbd4d4f4fba27488b,1002,1000,dino,sim,state,full,random,random,eval,2,121.30919534812138,112.11722854315039,2.000000000000001,40,1,early_jump,True,False,0,0.0,0.013549566268920898,,
random_20260609T203631Z,46994cc7e8535abc7656f72dbd4d4f4fba27488b,1003,1000,dino,sim,state,full,random,random,eval,3,112.11722854315039,112.11722854315039,1.850000000000001,37,1,late_jump,True,False,0,0.0,0.017846345901489258,,
random_20260609T203631Z,46994cc7e8535abc7656f72dbd4d4f4fba27488b,1004,1000,dino,sim,state,full,random,random,eval,4,102.94056467644174,112.11722854315039,1.7000000000000008,34,1,early_jump,True,False,0,0.0,0.021817922592163086,,
